project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct
large,moderate,74665058.971155,187.26899245861796,0.12700859120552604,0.5689448292356917,0.3958826936691815,0.34625825485979195,0.3184525150783329,0.9106464750738703,fixed_price,0.06868862625293468,0.7016423472658858,0.729868093656852,0.2494513941616037,0.00028111132411776357,-0.004390785750395384
medium,low,11537921.509290751,146.13838985722134,0.03828083984380576,0.3421289422537528,0.36899352231543925,0.2771833119704858,,0.6181545416033927,fixed_price,0.24739061365742923,0.7649755236751011,0.17622154163349887,0.3499203113208018,-0.08485369311981508,-0.09176226474854915
medium,moderate,5112801.562903421,292.27646683489064,0.06142339076251416,0.285841494900819,0.14904545740982056,0.562277091924331,0.29197818494416733,0.8587319467312028,cost_reimbursable,0.29642504842538053,0.6883164880052072,0.4487146800224948,0.4061297085304448,-0.05810090487344958,0.026867188900799446
medium,moderate,9497597.184048925,77.72492007520563,0.10458677965986823,0.6345104284251246,0.5809259868577175,0.33441615484209325,0.31324161596311856,0.7190320002159208,fixed_price,0.3906649229483783,0.602558954678462,0.3623852339874899,0.4792482355335239,-0.02481318755817877,-0.039144790646006254
small,low,2267076.7292150455,124.48473649852247,1e-06,0.35891988071010084,1e-06,0.25022362065134657,0.20183077350617395,0.47251987353726915,target_cost,0.18071630279555587,0.5687606513195689,0.19975168149292977,0.4103787944151393,-0.08779595297587803,-0.11573268568057454
medium,moderate,5561370.472832577,202.93190185855997,0.3535924086409474,0.24155930000990836,0.14505225001522548,0.3539533142322606,0.6511460607685651,0.7263133267027566,cost_reimbursable,0.32674816879556096,0.45195660327641485,0.5825943179361192,0.5443359128256501,0.007896485317105368,0.004356549450818272
small,high,2940956.4012407935,218.69768158368007,0.52360102914707,0.2338991323807949,0.3379037992470503,0.45196217249469717,0.34628940642536354,0.5361169732873208,fixed_price,0.4882165711440632,0.4937783075151889,0.37220176567812446,0.3808927158475667,-0.011013953682054245,-0.019576962882665035
medium,low,,87.07918108130423,0.022347754265686748,0.16618231517716062,1e-06,0.29201750035491186,0.22683981408824255,0.4435140636388737,fixed_price,0.06401808702320205,1.0,0.4188940400229167,0.35968406692298505,-0.05585831060532241,-0.04523780219631139
small,low,2218103.9918778264,291.5302471607949,0.2791838734121968,0.267709295794349,0.012140769845431998,0.37094306494833734,0.1923753488128394,0.8686959818599045,cost_reimbursable,0.20599886756909322,0.4624320947015832,0.3930681486641441,0.4735693123029083,-0.07990855847006377,-0.0863835680724745
large,low,28866772.47154891,238.9398156223455,0.1390400481416045,0.221480355366225,0.28975561319095244,0.48255141248176087,0.050230409466539644,0.8296063003587326,hybrid_other,0.19729100425397098,0.37747669167400044,0.27527926591520085,0.11694168247891772,-0.03818011735430633,-0.014736420422903903
large,high,36915731.13378508,249.9338333008623,0.29246688904854107,0.6216885189311123,0.2689037086317545,0.5046450107857371,0.3625678122070559,0.5255456261093131,fixed_price,0.12019489711247941,0.5925008740336467,0.3674614698372497,0.32245619790948177,0.09095042265144539,0.17693755554727852
small,low,2233949.345439243,61.01979045325942,0.2528775135454829,0.09428908181483878,0.47338567230217377,0.2802664658720693,0.49903853708604434,0.6295131307140074,fixed_price,0.503300824293868,0.7050165358879832,0.18211471798054446,0.1881935458294475,-0.1425348477630635,-0.1708722865209773
medium,moderate,7502362.532024249,106.15063656901853,0.576488166075358,0.39714612234423446,0.05596946272542729,0.41464705873832786,0.27508944878565195,0.5501084187803367,target_cost,0.3130246946999911,0.3974667756214684,0.5089871684870326,0.3115669881926806,-0.032779083065383886,-0.01221337267168037
large,low,21139877.077178694,351.21864121458486,0.13286197222091503,,0.24991273579877726,0.08109095880085483,0.21526490849289082,0.6496075232921941,cost_reimbursable,0.13013316811366532,0.7849778365973195,0.6192760986517762,0.5549722028504573,0.046069140338231784,0.08719832599952201
small,moderate,4783860.646902986,63.75625099706907,0.22065426934794585,0.24533799394645664,0.3332583561217366,0.24599679648238784,0.1960769629324958,0.38862663983201884,target_cost,0.3294750187301878,0.4863803987177933,0.6981551061519813,0.3148163502880207,-0.013197943721445416,-0.05243961614562583
large,low,17086199.168648552,401.8640042352742,0.07998014450737323,0.565421333848418,0.3827906333504391,0.4566851730835882,0.4296437953823998,0.8015406133384322,cost_reimbursable,0.3244636469411614,0.5142737193234882,0.27746112517443855,0.6361296764577224,0.08710770187624602,0.12676364283103234
medium,moderate,9087140.441942314,125.8151267171533,0.3995763197224849,0.22168391989994993,0.47372537010995047,0.7322461333973488,0.28359039815461895,0.7252194563798889,fixed_price,0.41350375659525435,0.364219374750514,0.5253991355858787,0.29082051782142077,-0.02485100409030303,-0.03728838771653947
large,high,24977221.16308573,183.97253453955855,0.30777181192498526,0.5754692470007432,0.47184025802314183,0.17799705199281263,0.12566342398084457,,fixed_price,0.20695736662534397,0.5586384581828119,0.09269556653361694,0.1266762882303448,0.03702207581877576,0.03159210620312708
large,high,73659566.22729293,241.98514535837268,0.5048098794196376,0.2181748525549338,0.6451702989395787,0.4952258166187686,0.37072848185439733,0.30375982979585187,target_cost,0.5623424091449352,0.6449369423667255,0.5360199226874163,0.3464266589050341,0.16984557388040747,0.12913023677537536
small,low,1239463.3735469745,113.82735568757771,0.20410640627398485,0.1679631491065888,0.2853067709534741,0.18408008687146277,0.28660200774633693,0.7497801499979253,fixed_price,0.06616034781217905,0.7861620441186508,0.2504476702612792,0.13152778876767282,-0.15,-0.17679576428646798
medium,low,4963705.537195221,146.79817661544965,0.012626000292802295,0.29950921885724446,0.5116467620194013,0.006975671416618673,0.22581336592117562,0.8030501571463158,cost_reimbursable,0.23528196348345004,0.530058783211483,0.07651023192882023,0.2655683610710205,-0.10006658706444385,-0.07068268378521789
medium,moderate,4393754.273199611,166.28181794064457,0.3359512317989143,0.5566206890572236,0.445294053660089,0.2455575580884839,0.5763993896182114,0.4846919337298787,fixed_price,0.14693819413655304,0.7822101674905252,0.6336932564975768,0.3796257911076441,0.0010199510003129114,-0.000252515277036139
small,moderate,2345951.9504209617,131.43112954588491,0.4598465756262217,0.40451966113848375,0.4984782925909858,0.05144817282938827,0.022248770662867092,0.5636948237492879,fixed_price,0.3696942110332173,0.8428937921758118,0.3867215063497332,0.2622155060540684,-0.09492741023045229,-0.09208819791807611
small,high,970933.8866189331,153.38768120352714,0.1818496060864836,0.49445715189572503,0.37881411086623185,0.6665504795594847,0.4541992434866132,0.5335089054461721,fixed_price,0.029258961383644057,0.816446211972878,0.15237891622469119,0.3747485760670144,-0.060620173017357615,-0.10217218207818052
large,high,75254263.54638454,264.0033722038659,0.3963986333106456,0.27046436156909714,0.49057994556474843,0.3095678768298562,0.6662308692985756,0.555192867303125,target_cost,0.38853807280648545,0.8100122113547082,0.627320020005883,0.1739423912412256,-0.0032673815542112123,0.035276967569804446
small,low,647432.4689868805,65.51710108093671,1e-06,0.2850619614022709,0.1289126446549328,0.0722510838551038,0.12561376746674974,0.6156342764190994,hybrid_other,0.15089273516797005,0.46520337616759694,0.3866770001477901,0.5952882997660689,-0.12820363812788813,-0.12508817824209878
medium,moderate,8244188.650881035,169.09112851358256,0.2205171833126076,0.3749754412552541,0.03635968160209831,0.3546693859459499,0.24881331771938475,0.5560744354155895,target_cost,0.1461791744087177,0.6151018277330481,0.20802457145425735,0.7816648679072151,-0.009449234581471962,-0.02562801167538994
large,moderate,22745736.369023845,360.7769262259754,0.42155313692853785,0.3226943695781065,0.5932285869451636,0.19607911966204822,0.27173042126128805,0.9603230825231012,fixed_price,0.4936558549153862,0.7661722703700624,0.44740446173594484,0.8567382696597038,-0.05296016119872646,-0.06682853856028975
small,high,914571.101794022,55.462653126971034,0.2636537185216457,0.6918447915773556,0.3323272501291247,0.38764972371201767,0.23527571495908323,0.47605822756373245,target_cost,0.4545621415230492,0.6834116758191061,0.27447112411325947,0.42342305986296586,-0.12297750952534295,-0.11434217332749001
medium,moderate,12794384.08873685,114.86490299113046,0.3409211619351876,,0.34897615232844226,0.35682129425662973,,0.7279926097149099,fixed_price,0.10685066858145144,0.6812953525421588,0.4195751309521839,0.48958307347206154,-0.05911148750781358,-0.016469341340538027
large,high,14946881.083215438,224.1521901833483,0.4989992571679884,0.2302991620342098,0.6405174235327992,0.21229428410529808,0.4467628876762336,0.5094160939098374,fixed_price,0.26594501461578535,0.8783443008048062,0.15334419722041487,0.5994363080612265,0.08225591525060755,0.0035400392021754123
medium,moderate,11011059.324333109,150.93829705247146,0.22162911043564126,0.3809214392116284,0.34542932720797975,0.4077497755788714,0.30514101606292166,0.603089689223361,fixed_price,0.11402833362709669,0.5335623843136303,0.5835109125839018,0.317432746463785,-0.012938178384172378,0.014965878258213453
small,moderate,1377056.4496410468,73.37523189479161,0.29657700013338356,0.49764441926719066,0.11513250823007692,0.19498173348247527,0.3366591880567467,0.831989195668765,cost_reimbursable,0.21513993876257848,0.5891393948920502,0.15673448663640566,0.3582395804781657,-0.11146332347061975,-0.127969048068738
small,low,4559926.744257068,132.0018965173393,0.13559959458394188,0.3289506825006956,0.13207328193475398,0.3322823166574764,0.4173872931949652,0.85556648619534,fixed_price,0.22578122261899775,0.8583121259256533,0.2515547551673949,0.5680497707039602,-0.15000000000000002,-0.17641252176784764
large,high,43565071.73392972,157.26727074657657,0.5182229366934822,0.584195123738802,0.3022731649051762,0.357703590335391,0.2500899833686842,0.39990398379242625,fixed_price,0.1861427879012692,0.7878425011890654,0.05465030477400623,0.46217477164001625,0.08401690123723803,0.07675995640272129
small,moderate,1173868.3171939484,52.88461797823777,0.1337677664868613,0.6632748758187054,0.09152117407894154,0.10192422533992808,0.12804979857318843,0.5588120912708542,cost_reimbursable,0.13308440572540775,0.6636019314037238,0.4621860226737016,0.581542047469333,-0.01765363277785158,-0.06516804564702372
medium,moderate,4515909.087507965,143.51570552748086,0.4060559112234557,0.24830511190941187,0.5719470805028132,0.07572290897917565,0.2729663140251474,0.7464672653888411,hybrid_other,0.490436755904761,0.25545312452692454,0.47796666280095984,0.3873118616363298,-0.03975247318537868,-0.060725689432306794
small,low,2716549.608477627,92.73434297511281,0.3524256280006827,0.09183081000801108,0.3067051661025839,0.2800092289964754,0.1664188183920718,0.8407033313722461,cost_reimbursable,0.22325821967747833,0.8144653076585188,0.5096286813055908,0.26505470847408796,-0.08340079627956656,-0.08754990713617933
medium,low,6347447.820398667,91.66516718260829,0.1147516380919056,0.4740957344470668,0.5595441914243827,0.5810785711176754,0.17771096391609253,0.9325527606366066,cost_reimbursable,0.24365558917814448,0.17540072285609876,0.30787608607119027,0.2626049035839635,-0.060628081630349516,-0.02947858995907699
large,high,27016055.52607827,234.46362602164183,0.23907964122454017,0.3764181693831409,0.6178903844919235,0.29621702952436196,0.18870493992609683,0.6961855835636209,fixed_price,0.2201173457332373,0.6687810932044365,,0.3985267590567866,-0.027638377683578547,-0.024525850646734532
medium,moderate,14098291.927566836,139.7119038928308,0.18429315668105306,0.355798391869644,0.4280196373285029,0.14650141041809042,0.42124876803668804,0.4146810851927809,fixed_price,0.11834836919788881,0.697082662313827,0.13556321015793193,0.38960356605283714,0.013389643589883057,-0.008628815341691626
large,high,19988782.233720966,255.3616616149736,0.4019987827593861,0.5329882606316456,0.3991901428818882,0.5805205220427465,0.4122860287805039,0.6550769123149839,fixed_price,0.2127172170996052,0.5554002049850091,0.29848944230078905,0.827340154794869,0.05740666260803367,0.0498990873815206
small,moderate,2079156.3356405017,105.71561308945941,0.26109991656722237,0.4433253642964208,0.5771061390409118,0.6057870557730007,0.2593502397181923,0.8344936624905828,fixed_price,0.08889703345807343,0.44463698284680037,0.43324750416933017,0.2713687773864904,-0.06395605195101296,-0.1319801489734454
medium,moderate,11951967.327393675,125.88495650102445,0.1914358238227466,0.8331636335214143,0.425205450835226,0.3759532027119018,0.6155625123702578,0.6529791683107528,cost_reimbursable,0.3475161221376401,0.6304121589623821,0.27406562559565456,0.3258838531977838,0.06510962775119847,0.0764106505238986
large,moderate,,539.7653564343289,0.6135001810215714,0.43700909975928726,0.16708987494721578,0.1656089680000583,0.08375247073865782,0.7857989135964508,hybrid_other,0.15297500810243303,0.23961662901160535,0.362628011932662,0.7522716839851576,0.10332552355379732,0.08150382632888328
medium,low,6695869.574826562,199.39381836993945,0.45858766221009145,0.0720496539072191,0.08735622245355987,0.03285553443383071,0.2920968688761457,0.5567071939857893,fixed_price,0.4672486710160874,0.25339735172097794,0.4843502421856034,0.6348198671644626,-0.015070320497546403,0.012425340260603605
small,moderate,1706182.4407328633,72.0351786275745,0.3147086347033908,0.7638246726507338,0.0,0.6862044179882341,0.4520232721124565,0.5708316947763165,fixed_price,0.22790156099638714,0.5483322979138409,0.2591971380711103,0.3944813895691957,-0.06266909507874943,-0.014149228597352865
large,moderate,11944911.855148949,310.38224843300395,0.5353756581838729,0.6059642230457892,0.31097843395723895,0.6547199147560417,0.32973430384781516,0.594660396174515,fixed_price,0.17098167379066276,0.9683758925694445,0.4715867660742907,0.33135380016834626,0.04711029927071732,0.12647169188081345
medium,low,4200661.638463574,172.36358765809996,0.31106303231008886,0.33304633255505145,0.6546670940666344,0.39458011202739224,0.25334839791487673,0.5515735552551886,fixed_price,0.10060557515673191,0.3511874639596547,0.40814550758564017,0.16507740831152423,-0.031798057311098055,-0.04345167433103221
medium,moderate,8585169.516835293,266.63710851809077,0.2071333368956335,0.4842191029837636,0.43621023485627664,0.03309161090815511,0.06929852694665745,0.26435023858295986,fixed_price,0.26830239349189117,0.5589917815467592,0.27193096620547164,0.09397205327109118,0.03538417930346021,0.04551423188701107
large,high,27461655.982555635,235.06146389447878,0.3591789056291885,0.3531527598455858,0.4094052084800816,0.6496501198801646,0.4150990763266762,0.25789590692609243,target_cost,0.40309732695831246,0.47597527164650827,0.19320300902452942,0.19828548929908982,0.12403316677483639,0.17655424133123726
small,moderate,2061536.385229894,135.2243808508666,0.23307237751719873,0.49909306492846167,0.1575897416729504,0.5043193809035172,0.5829784846557676,0.6209964616741054,target_cost,0.2009048021306609,0.8106864933950898,0.365091295528301,0.5595580616076725,-0.004058519376023379,-0.046166948471550985
small,high,3403830.173006502,101.16388143305754,0.2051988552418802,0.28848602162908465,0.26549968106553784,0.2560020921038688,0.4909792168351861,0.6549018662653062,fixed_price,0.669471955140811,0.4651334521405555,0.6601712129117181,0.13080685520158525,-0.08651927815874944,-0.1136683264881681
small,low,1069382.5494495162,180.6617695476779,0.1821845013946829,0.2649225486548261,0.22854880484827567,0.18488910300453915,0.018203652859794348,0.6658466754390524,target_cost,0.10267104650356994,0.6742274256113218,0.28532713840011215,0.6524862769395965,-0.1169802497214796,-0.1677857088031122
medium,low,6434509.95368481,274.8860315545665,0.2101464393733285,0.18392577412790073,0.47204867583238264,0.3545612925201741,0.4333189729951749,0.7006846489575862,fixed_price,0.036974983688263664,0.5090198520869337,0.3097820448519321,0.6781602112604337,-0.02636573150908181,-0.009818408342349672
small,moderate,2187193.342221477,107.63993498312755,0.11241054481968271,0.39771122089330824,0.6240784175684985,0.4330953988656094,0.2771408611962371,0.8232744054640769,fixed_price,0.07056638845137608,0.4033683271458727,0.6983072050681077,0.652417516107613,-0.09339185499382803,-0.10510854404865237
medium,high,5044639.904239994,147.6857863396645,0.20580435206632852,0.49708507844295335,0.5448168573839964,0.45826286772106734,0.4458544872515744,0.595462804045295,hybrid_other,0.4618267986080085,0.5062858332004445,0.3214242139282088,0.603726014332406,-0.01519392042392094,0.040395711881995915
small,moderate,4173927.926590553,121.8319168280501,0.20889533976696756,0.12847059615094958,0.3976643067253294,0.5177825367955773,0.18476385206571957,0.5641098219856555,target_cost,0.5709720688879466,0.6821465501381161,0.5483192385795284,0.28414267204189386,-0.09202542633316108,-0.04297113169436619
medium,high,11669219.683252228,152.5999802075946,0.273828919762364,0.5378951806335898,0.17118980700381828,0.1655056141064513,0.794831396171899,0.5282911745151123,fixed_price,0.20106437362533083,0.7372672023648769,0.11890405172991678,0.3571545224175902,0.05052523345280873,0.08866375946147115
small,moderate,2305641.099666269,194.82911526603007,0.09403467863094625,0.13973048236026753,0.1443356564220713,0.8568563074530102,0.1691441242439406,0.4031666246692754,target_cost,0.4615623344134115,0.8811285084053702,0.20597496424737374,0.0807555571915152,-0.09111513318825643,-0.03443320080875313
small,high,5040422.799157749,102.65645563625995,0.3622198439574359,0.5916237104388894,0.49479817144345717,0.4763303813506801,0.5071255682058994,0.6103340173877289,cost_reimbursable,0.2547999963836141,0.8258524652906072,0.5106384126284994,0.23820938394244856,0.028634089675024118,0.11179911010353755
small,high,909431.0421982678,84.58381590859179,0.25725715948282246,0.531308608995261,0.7320362634451449,0.34519628260293483,0.5055468527348422,0.4611860530319006,hybrid_other,0.5612531216762963,0.3609958591151699,0.21973707777388102,0.7661096360024313,0.019960941879608958,0.0012973694610855467
medium,high,15165468.069203924,136.47670839145115,0.4820742114981267,0.316603085425925,0.9352010267805774,0.5458157420040969,0.30574477805312616,0.8406791176844947,fixed_price,0.5416138534699307,0.5759156728946218,,0.22287390726300263,-0.06343945440331938,-0.07585017119720158
medium,moderate,8802050.149472192,100.96619581531162,0.10356557682469526,0.12897145804385823,0.5662762044112789,0.613929761382313,0.08009057949260044,0.8678375899478101,fixed_price,0.2693049097349741,0.9297249548768128,0.33201431405264187,0.6070644666702282,-0.14555613631759823,-0.13058454934861524
medium,low,4521848.261622523,204.9208180763568,0.2364274780712578,0.4041635482566494,0.0005709156606637511,0.20880673766218893,0.1483604968449608,0.25918114186602925,target_cost,0.10566475258143218,0.8267666390056081,0.2700294127416804,0.5083706394760398,-0.008595704734338915,-0.020493245190372024
large,moderate,34496608.11790328,215.29205871421644,0.25126422522831615,0.5465218828033529,0.11776768891575368,0.3825693982665802,0.7676492873495004,0.8560324336714176,fixed_price,0.5910398234017739,0.7086238972724617,,0.4552252550895347,-0.05713945140960845,-0.06245576747750123
medium,moderate,4092133.799034266,254.48942953263494,0.13277651680438948,0.24150748463416183,0.27058712770354537,0.1313710618008002,0.46418202774132256,0.4553319323961525,target_cost,0.2752099973511713,0.5119606977950778,0.2145485356406004,0.43253236863262823,-0.05847742149013406,0.0005501947343844286
small,moderate,2839361.6265945705,59.31285006514136,0.12248310639900922,0.034496665946842774,0.6019181320510238,0.5795316532992759,0.08000674690788036,0.7334681037829949,fixed_price,0.36675406901347307,0.5023828606288637,0.31297626717496146,0.23874572117620593,-0.14492134579954472,-0.15260699473053385
large,moderate,51139823.649113506,314.4724835384644,0.22377372163441206,0.43604322867501355,0.27973128962945354,0.5397877422713198,0.4560752098602772,0.15103931656271516,target_cost,0.0323076534296976,0.3504561468631036,0.5639801088040736,0.49125694279571935,0.22372934251717697,0.21204260321515495
small,high,2284398.6357884477,157.60462184146152,0.5957185940521439,0.2771893129266669,0.49362425472067806,0.7538421910961637,0.544036888383994,0.6848511895645473,fixed_price,0.1367042106755996,0.8271316888629237,0.47550468122421846,0.4076631365040874,-0.030828066678316075,-0.0817326716715782
small,low,756566.063456892,42.06016840336134,0.4622801869777792,0.02997976336694705,0.6495436121661948,0.4917895845919033,0.05162541091972425,0.9332887960686005,target_cost,0.09734827140313472,0.6710013295881071,0.3111646680364329,0.572149107317885,-0.15000000000000005,-0.16833916289232076
medium,moderate,4400670.039474955,367.71427777758305,0.12102937601190664,0.26394753555890704,0.610143959392377,0.31930240344083366,0.15267608792008713,0.784603438330757,fixed_price,0.022414338759003605,0.46369536088101704,0.4381887936870167,0.7858413792842446,-0.030074809365054488,-0.049264945557612703
small,moderate,2659501.3523729406,83.92184265441493,0.22935657365346945,0.3033536338405326,0.4594516073980648,0.6746484651900015,0.5176332334441176,0.5161104158257088,fixed_price,0.13511977054539925,0.8348115763568223,0.6266639829531301,0.18163103794836197,0.008121381742866281,-0.06324581860934803
small,moderate,2004736.7124751408,105.26049187473183,0.3550806981937956,0.0871025732888201,0.3250380255890359,0.4730875525726066,0.36577166292022545,0.7679283881860308,fixed_price,0.07326754117105054,0.6762804593051497,0.5178621045133369,0.5669012874840115,-0.14207916259450296,-0.1359064127953556
medium,high,1792494.2413233602,206.1449764029155,0.4813516602529153,0.6919152967480805,0.370677347138338,0.8760259140279263,0.26557844537636627,0.6800025079903674,target_cost,0.20425205222327703,0.1267554748365472,0.4476859439902867,0.26779638869876327,-0.0075537965909596725,-0.0012028312982394717
small,moderate,3783922.7710795854,133.01363243046495,0.028122960171217765,0.338503975338243,0.37511669227872874,0.39283616929520676,0.055557554374926266,0.3445965070770991,fixed_price,0.5204863129756606,0.6240115605128527,0.18633229408586902,0.6050989031673006,-0.06162715409729231,0.02352038943819524
large,moderate,31675731.671825796,333.4702230971333,0.32894047116091113,0.2395748670999719,0.2151654980746554,0.3300859479779797,0.3949509097979872,0.47866279260918126,fixed_price,0.07953063675022307,0.6056182118301155,0.07832824281801389,0.6359298596803813,0.15995510561960405,0.04163925837723004
large,high,19270407.26283162,445.39157251457306,0.266188350720268,0.4758799268324309,0.8800740505615016,0.7432751734117661,0.5257332838665993,0.7627584826834166,target_cost,0.14991457598740277,0.7651043928477567,0.2935172100293064,0.6084342122702088,0.04978783756293498,0.06660810484524984
medium,moderate,12205252.022737332,201.87088001388747,0.7285946421674091,0.454096309015936,0.6842894987897169,0.5738831952771744,0.3039926319327212,0.7534929857637789,fixed_price,0.1038585644589536,0.48761017501771053,0.09288806052320789,0.33642540705095497,0.004238278474809647,0.1492006421353132
medium,high,5114955.1719300505,331.7403073356975,0.5115088522902216,0.1687214537567166,0.1691483919994578,0.21342685759590385,0.5079899772069413,0.47074169378192415,fixed_price,0.12985625923501679,0.44443664306459085,0.5216186735400324,0.23608474319243225,0.013738975943290401,0.026779896679058602
medium,high,5086013.599380036,202.13403503673638,0.3132265330327423,0.33457278801291873,0.16790290202191346,0.6105795654462153,0.5744017965989855,0.2346636309123315,target_cost,0.04704164589082426,0.40757003399033276,0.15881936917028208,0.4127233355863236,0.045400660516747675,0.03642175970425138
large,high,35546184.42113217,655.7989136961938,0.44901075226000703,0.4617483953675807,0.54236538332026,0.41296675756312085,0.5194379730979491,0.7783777840139571,fixed_price,0.3726059593103947,0.7399732153676901,0.19375006673110107,0.3656085880771867,0.011270509019190657,0.021434503788060992
small,high,5005961.192798098,142.6553435459115,0.12240308073948318,0.5016412836747104,0.22575354359771838,0.5786880582733437,0.39440358276555465,0.28397265825984497,target_cost,0.18802107861153947,0.8349039852981929,0.25414747650210584,0.2903074254822758,-0.0014309800908814203,-0.014561809775551313
small,moderate,4612429.730089372,48.312964930095,0.4744335385075014,0.2498568474992873,0.23464947989771406,0.4980284650314097,0.3934074190354422,0.758717403257365,fixed_price,0.08242586135670539,0.7040371115583257,0.5424686232440321,0.45346401173348244,-0.014206767579307642,-0.07791712813975732
medium,moderate,8771777.114296123,466.1190489530627,0.2107319024541798,0.41732326076558274,0.7226911917638568,0.15269922097042507,0.10352702732666658,0.5232413289009208,hybrid_other,0.18488093113858314,0.5317264156911599,0.2622091977202479,0.008802615461953824,0.03341657656562362,0.022083870768015598
medium,moderate,9252834.940638073,130.35511193576335,0.23397713018977292,0.5808190669189065,0.28429505249429027,0.6986421423678554,0.4781006429011868,0.6986352327731838,fixed_price,0.20916986349816502,0.3024044540073523,0.4442261914362498,0.30748924111470766,0.02857001120324996,-0.01901671260045366
small,moderate,2992379.4892741134,180.94943110693129,0.04955708320085228,0.5035850122728223,0.5146752286123136,0.4255632402024088,0.23705467192026475,0.6597183026033636,cost_reimbursable,0.29880487636707104,0.27510618140636806,0.8475657412225984,0.5592441655898226,0.06593180495749403,0.17774253201173226
medium,moderate,3784288.6532199043,165.78924565661956,0.5920742110203802,0.3822942483152735,0.27548447171800855,0.4003477627314169,0.4309149341756764,0.8079473781893503,target_cost,0.359059791106706,0.8070291321772214,0.07901767637629503,0.42974494322667584,-0.05814978576123382,-0.05652996581333317
small,low,2771660.4397862856,152.08447195698756,0.2635234471539368,0.2784460107728905,0.309671352307397,0.10593800816647365,0.10741760724463018,0.8305158340737984,cost_reimbursable,0.1931719302695316,0.4173344443114234,0.5787784652339485,0.35428033882417453,-0.05029938216221735,-0.0633555239253065
large,high,20141275.935812674,,0.5840797850155526,0.3473271921315502,0.47049586277836086,0.4385118504333934,0.6360963974574708,0.4292314585871974,fixed_price,0.5480487513662682,0.8008563814032925,0.33226999087550607,0.17195861545956143,0.06493585499298178,0.10015367134687332
small,moderate,2339876.234589956,127.7784388013734,0.16855193226583698,0.6108132871303056,0.9397029715851464,0.6410325799852475,0.6478187905659429,0.8523596885398267,fixed_price,0.4736970217573181,0.611203139835469,0.23495858358898494,0.32628060381330665,-0.12669488292981376,-0.07118146851712542
small,low,1761571.4423941795,89.90232307879764,0.12012115918659011,0.4087743535249092,0.026669221750861935,0.26701630355337447,0.021636569943432896,0.5474617228499428,cost_reimbursable,0.38452101727897275,0.894585405208319,0.06044430889832805,0.10777609191071158,-0.11493062460684043,-0.11397580960207815
small,low,2573116.402156698,187.0921440896217,0.24284880621271077,0.11649775558159156,0.37756171187342286,0.6349207428020077,0.08810083545561159,0.8049316460442955,cost_reimbursable,0.3391194943455106,0.8430689765299411,0.05951875531749008,0.20768972427320273,-0.09611424348300517,-0.06268215100396542
small,moderate,2108344.924757561,118.56570351566369,0.37890030809157377,0.44982266666698945,0.028076209275325965,0.33131984478978277,0.6358550102058852,0.6366045403336469,fixed_price,0.029931294157415148,0.5918893268556772,0.2576801217678718,0.33838105315157074,-0.10189462579004814,0.024903233058813295
small,moderate,401123.3476735654,144.6586828910885,0.12182643885133479,0.37711442190948097,0.30792745081692097,0.12857343468389515,0.29890594774837287,0.6746469438047318,target_cost,0.36685329802872024,0.3360226004531118,0.20694539387637712,0.7329309026840284,-0.15000000000000005,-0.15356622432939204
small,low,2176053.972277441,41.86161308076688,0.2563771420363392,0.4058110593536498,0.1131231423465905,0.364319412204485,0.20301206458193433,0.6993014619275641,fixed_price,0.4562099300103089,0.6263187828611206,0.1375073772491329,0.6527921071144669,-0.07662908854234596,-0.12764294914586644
small,moderate,2768786.0560602387,96.13667992191391,0.2755669192422024,0.34780874449056487,0.8176008388886935,0.39001254723571943,0.0890984695352981,0.7144812456969122,hybrid_other,0.25243852602409783,0.8186844760233272,0.362256320980975,0.05302831186445914,-0.0695160068311877,-0.05600704074742392
small,moderate,2500203.636537034,117.23971137665191,0.2740276359102545,0.6831885130375341,0.45556019590591496,0.15340949282208838,0.1705456810925895,0.8315342861360164,target_cost,0.3332936911909875,0.5387516776187568,0.3757143559489054,0.4830786424519072,-0.11429175591046968,-0.14830629253508087
medium,low,6897401.524391657,179.36914817657592,0.5426682140174203,0.5377592441578161,0.03737148977204709,0.002274772811551848,0.05542193027330802,0.5541559006022037,cost_reimbursable,0.0784688242315904,0.8413496859983147,0.18324367191246274,0.060415340691848035,0.008686821385438573,-0.020198585306020197
medium,low,17088633.276981488,240.9195078760181,0.01957137041099305,0.27597267210401155,0.3720068177474851,0.031703971374067344,0.22968290457015378,0.9952976462763101,target_cost,0.059571915845019294,0.699817224289389,0.17958142505686572,0.42863055309856696,-0.06451522293826141,-0.06881252679983846
small,high,2331247.3534942344,85.93904809929847,0.19192677775679182,0.6102384515897993,0.5663364345618044,0.45239058161591705,0.5923180802864353,0.25949700316384355,fixed_price,0.2796087173716738,0.7804973326415358,0.778572441671146,0.7879932934468411,0.04882020395697104,0.03871412245053844
small,high,3540740.612439107,101.44480343212508,0.3418644389639067,0.4070343755438662,0.351647592389795,0.4575553669280798,0.6055607507489014,0.6863329011537728,fixed_price,0.09279461501726197,0.6327837253152012,0.4781215696615201,0.2868096682887596,-0.010264964158059076,-0.023532075409788227
